"name";"object";"can_read";"can_write";"can_create";"can_remove";"can_export";"condition";"conditionParams";"roleName"
"perm.studio.StudioSelection.rwc";"com.axelor.studio.db.StudioSelection";"x";"x";"x";;;;;"BPM User"
"perm.studio.ValueMapper.rwc";"com.axelor.studio.db.ValueMapper";"x";"x";"x";;;;;"BPM User"
"perm.studio.AppLoader.rwc";"com.axelor.studio.db.AppLoader";"x";"x";"x";;;;;"BPM User"
"perm.studio.WsAuthenticator.rwc";"com.axelor.studio.db.WsAuthenticator";"x";"x";"x";;;;;"BPM User"
"perm.studio.WsConnector.rwc";"com.axelor.studio.db.WsConnector";"x";"x";"x";;;;;"BPM User"
"perm.studio.WsKeyValue.rwc";"com.axelor.studio.db.WsKeyValue";"x";"x";"x";;;;;"BPM User"
"perm.studio.WsRequest.rwc";"com.axelor.studio.db.WsRequest";"x";"x";"x";;;;;"BPM User"
"perm.studio.StudioDashlet.rwcde";"com.axelor.studio.db.StudioDashlet";"x";"x";"x";"x";"x";;;"BPM Manager"
"perm.studio.StudioApp.rwcde";"com.axelor.studio.db.StudioApp";"x";"x";"x";"x";"x";;;"BPM Manager"
"perm.studio.StudioDashboard.rwcde";"com.axelor.studio.db.StudioDashboard";"x";"x";"x";"x";"x";;;"BPM Manager"
"perm.studio.StudioActionLine.rwcde";"com.axelor.studio.db.StudioActionLine";"x";"x";"x";"x";"x";;;"BPM Manager"
"perm.studio.StudioChart.rwcde";"com.axelor.studio.db.StudioChart";"x";"x";"x";"x";"x";;;"BPM Manager"
"perm.studio.StudioActionView.rwcde";"com.axelor.studio.db.StudioActionView";"x";"x";"x";"x";"x";;;"BPM Manager"
"perm.studio.StudioAction.rwcde";"com.axelor.studio.db.StudioAction";"x";"x";"x";"x";"x";;;"BPM Manager"
"perm.studio.StudioMenu.rwcde";"com.axelor.studio.db.StudioMenu";"x";"x";"x";"x";"x";;;"BPM Manager"
"perm.studio.Filter.rwcde";"com.axelor.studio.db.Filter";"x";"x";"x";"x";"x";;;"BPM Manager"
"perm.studio.AppDataLoader.rwcde";"com.axelor.studio.db.AppDataLoader";"x";"x";"x";"x";"x";;;"BPM Manager"
"perm.studio.StudioSelection.rwcde";"com.axelor.studio.db.StudioSelection";"x";"x";"x";"x";"x";;;"BPM Manager"
"perm.studio.ValueMapper.rwcde";"com.axelor.studio.db.ValueMapper";"x";"x";"x";"x";"x";;;"BPM Manager"
"perm.studio.AppLoader.rwcde";"com.axelor.studio.db.AppLoader";"x";"x";"x";"x";"x";;;"BPM Manager"
"perm.studio.WsAuthenticator.rwcde";"com.axelor.studio.db.WsAuthenticator";"x";"x";"x";"x";"x";;;"BPM Manager"
"perm.studio.WsConnector.rwcde";"com.axelor.studio.db.WsConnector";"x";"x";"x";"x";"x";;;"BPM Manager"
"perm.studio.WsKeyValue.rwcde";"com.axelor.studio.db.WsKeyValue";"x";"x";"x";"x";"x";;;"BPM Manager"
"perm.studio.WsRequest.rwcde";"com.axelor.studio.db.WsRequest";"x";"x";"x";"x";"x";;;"BPM Manager"
